archive	file	verdict	distinct	calls	lvos	scanner	path	sha256
Connect_FIBS.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Connect_FIBS.lha	c12350476b09ea5188ce41aae1c827a8832cc4cb4b25160ea34aa943080b804c
Crak.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Crak.lha	2e3d915f59ae238dd3c506628633199b8f11a2fd4371a25f6cc2647633220ec4
CybeonixKick.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/CybeonixKick.lha	40b7fa10e975e848d063e6b021fda364c70f88b09a3f7fbfa295d2b00b465299
DBSendEmail.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DBSendEmail.lha	dd0985360a3c8f8e8674cf9e9042ed71fbcc2e6c8fb4d3b0f4b71dd42197e64b
DCTel_15.lha	DCTelnet/Libs/xprftp.library	NO_SOCKETBASE_STORE opens=4	distinct=0	calls=0		scanner=7	comm/tcp/DCTel_15.lha	e8f843b8ff81e8bddfdec40029970bb9b4ced23eae4ff84482327c15ccd9d2f7
DCTel_15.lha	DCTelnet/DCTelnet	OK	distinct=11	calls=31	socket,connect,send,recv,shutdown,IoctlSocket,CloseSocket,WaitSelect,Errno,Inet_NtoA,gethostbyname	scanner=7	comm/tcp/DCTel_15.lha	e8f843b8ff81e8bddfdec40029970bb9b4ced23eae4ff84482327c15ccd9d2f7
DCTelnet.lha	DCTelnet/Libs/xprftp.library	NO_SOCKETBASE_STORE opens=4	distinct=0	calls=0		scanner=7	comm/tcp/DCTelnet.lha	6d42cadcc46915d4ee2e79dfc48815ad0c5300cf8f5b15094881fa3ff5f98795
DCTelnet.lha	DCTelnet/DCTelnet.020	OK	distinct=11	calls=28	socket,connect,send,recv,shutdown,IoctlSocket,CloseSocket,WaitSelect,Errno,Inet_NtoA,gethostbyname	scanner=7	comm/tcp/DCTelnet.lha	6d42cadcc46915d4ee2e79dfc48815ad0c5300cf8f5b15094881fa3ff5f98795
DCTelnet.lha	DCTelnet/DCTelnet	OK	distinct=11	calls=28	socket,connect,send,recv,shutdown,IoctlSocket,CloseSocket,WaitSelect,Errno,Inet_NtoA,gethostbyname	scanner=7	comm/tcp/DCTelnet.lha	6d42cadcc46915d4ee2e79dfc48815ad0c5300cf8f5b15094881fa3ff5f98795
DDNS_Check_Guide.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DDNS_Check_Guide.lha	6c5a06213d8815559e1d1b1e489c114f0c72f727ae8a933631e55ed1d1c00c5a
DHCP20_68k.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DHCP20_68k.lha	b215701a6b55ea2737109a1118272364b64f1698515dd4c5192c4f1aba96ba1d
DHID.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DHID.lha	63b81511ccaa27289b717ba94bc812bbbf9cedb776d2fb309124ea04bac9bd58
DNET_TNA302bin.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DNET_TNA302bin.lha	17affc9d872276a2521d4501b7a5d9416cb0ca1085883b6bbde54ff3d9f99236
DNSTool1_0.lha	DNSTool/DNSTool	OK	distinct=9	calls=12	send,CloseSocket,WaitSelect,Inet_NtoA,Inet_LnaOf,Inet_NetOf,Inet_MakeAddr,vsyslog,SocketBaseTagList	scanner=7	comm/tcp/DNSTool1_0.lha	f95e02d568bbb64a67d1262a542714568b4167a62fab147279516b11f1f5afcd
DNet-snfs-Sun4.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DNet-snfs-Sun4.lha	f23c4e6ff07b909d5f6aa9ebd36716b27630c6541e471d23cfa709101783106c
DNetCGUI_101.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DNetCGUI_101.lha	e9b1844fb6b13a2bbe2257d365a70482424920d7b215e5cdd4f3106efdc55b63
DNetIRC.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/DNetIRC.lha	756b83eef685c64eb5979ca09c001009aae5146acd509eae568dd167938f315b
DO-RECENT.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DO-RECENT.lha	ed7fed86af86c57d1c4d59d550cbe32e4138602fd6484ca7706e5c6636a34339
DalHelper.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/DalHelper.lha	6b9b709c9f3834ca27534545e48166cf1ae20e627ca06ff17ef770cb4a0d4ce0
DalWatch.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/DalWatch.lha	04ffbc876f309bc0c47e75d27cfb0b7bfe40d17f2fe8d6f82df73e47b1850ad3
Dannylog.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Dannylog.lha	c1d634442db7186a360e2c54599724068911a0f2a15e065bd37f92e41cf23b8d
DccSend.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/DccSend.lha	e8b8438bdbe30a986b5f158f7ba6745a9d7dd237af09154bb4918ccd00e1c462
Ddiz.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/Ddiz.lha	06a16109ee8c98fe36d1064dd65ed025f95219b6a65bb9612de6fef91abf502a
DdizKey.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/DdizKey.lha	96b370b33a5a5cd633ac0e753a448af95d561a843edfc57b2a2cacb6f3404435
DelUserEd.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/DelUserEd.lha	42fc397f5d2817b3497f954aae981c7dc259bc5ec47bdb751da8871430d8dea0
DeleteSpam.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/DeleteSpam.lha	1db144e76d8008d6597da4023c396c7d7ee8417504004b5d8a54a1d632f8dede
DiCaTool.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DiCaTool.lha	b71a303f36483ea640c639b48e3c2e049e32132a68391626802a819a1b038e7d
Dialup14.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Dialup14.lha	1be4e7328dbdac905856d71605a14cf04936e3125b075c9f17fdabbe2629bac3
Discord.AmIPlug.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/Discord.AmIPlug.lha	5455bcea45f3ed4cbc5a9e5dce4246bff0a8d591871591a950a9da87422ea613
DoSoundv2_8.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DoSoundv2_8.lha	fd954dacffe3210d600c3acd6ae5dab2552348b23d3f456a189be3627825d012
DoSoundv3_0.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DoSoundv3_0.lha	6f49a0729f1681281fdb1d597f66e4d27bc2bc1ff8cf4e79809488ff096fff82
DoorStatus.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DoorStatus.lha	e77497dcf53e47059170b7c343ac6116c64e8bd78ce23c3c6b1fcee6c053bf3b
DoubleChat_11.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/DoubleChat_11.lha	2ffeb81bcf6b6a71035a8d09c347cde259b0a5b8847efe3c93b8578941ddc62e
DoubleGummi.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DoubleGummi.lha	534d81fed80e2275cb1f1a522c2b3df4431ae3818e9d0f16a4d7a891b6f9a420
DownloadInline.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DownloadInline.lha	104101dbce54599d12f5c58dda2fa42e8d22eeee79a1c5a271dad5f4d95aa209
DragonDaemon.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DragonDaemon.lha	7e514b72dd4e3d3e5afc5e6ab29e227d8da90ef41a8e0e415a8006c197f5e4b1
DragonTools.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/DragonTools.lha	3bba17720ac9f8a9492c8405f835ab34443fadb382d08088b50e2549989c523b
DropBox-Handler.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/DropBox-Handler.lha	5713ccb7a17dcd4129f21d22c0489c2cdabbdda0ae69d2b7a3c459720625016f
Dtr-C01.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Dtr-C01.lha	985becfa3fcd12abef7754cfb76002bf58cb44261c8243a3493ef326793dde6e
Dwarfx.lha	DWaRFx-TNG/DWaRFx/MiniDrop	OK	distinct=14	calls=23	socket,bind,listen,accept,connect,send,recv,getsockname,IoctlSocket,CloseSocket,Errno,gethostbyname,gethostbyaddr,gethostname	scanner=7	comm/tcp/Dwarfx.lha	83d621a5b9f160f4080e9d7f51333f082c48d499cc540f6ec343676cfad30c8d
DwarfxNW.lha	DWaRFx-TNG/DWaRFx/MiniDrop	OK	distinct=14	calls=23	socket,bind,listen,accept,connect,send,recv,getsockname,IoctlSocket,CloseSocket,Errno,gethostbyname,gethostbyaddr,gethostname	scanner=7	comm/irc/DwarfxNW.lha	1da8cdfe7add7baaaa8a338268a43bd84c24aa23a063dc3fb26d32ad5e5f2706
DwarfxNWsrc.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/DwarfxNWsrc.lha	7cae41705f9538251b70971e9907b350110268b4895188cb7a8708934ced80cb
DynDNS.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DynDNS.lha	b7c7dda3254ca9d00ccaa0be777cc4861a0e98f696b119a91a86eafd512d2c4b
DynamicIP.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/DynamicIP.lha	f8bd9f6592701ce88b47d4b02c4f62eb90f2ea71c49ec8b9edc609d032ac3f24
E-LfV10.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/E-LfV10.lha	2b18762eef555f37753688506a37749bad0e961407ce0d822ed7fe0a9b44db7d
E-MailMosaic.lha	AmiTCP/bin/PutMail.prg	OK	distinct=8	calls=11	socket,connect,send,recv,shutdown,CloseSocket,Errno,gethostbyname	scanner=7	comm/tcp/E-MailMosaic.lha	991df3461fe048c5eb8e3b1ffd382109d8a929125f12b2c43c4543845d910875
E-MailMosaic.lha	AmiTCP/bin/GetMail.prg	OK	distinct=8	calls=11	socket,connect,send,recv,shutdown,CloseSocket,Errno,gethostbyname	scanner=7	comm/tcp/E-MailMosaic.lha	991df3461fe048c5eb8e3b1ffd382109d8a929125f12b2c43c4543845d910875
EATCPscripts.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/EATCPscripts.lha	3a31c3e7888a8b0dbb81090a9b8f93a5d6834f1eacad648b77c5828609f157e3
EBasePix.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/EBasePix.lha	3c85c4e853a9b7dbcdcdb330927730051bb4530ec58ed83642adf2f192780f97
ELA.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/ambos/ELA.lha	826e2f856ad7209a74433e4ab6fd4a791a9779f307f99f482cd7efc5c15479d0
EMail.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/EMail.lha	5875db401487072c586845cea9eb34c94c261c1fa2585c3f1e4601d45a12b457
EMail2STFax.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EMail2STFax.lha	2c92f36fa25019d927ce9944f53d366dca55134d3b77fa3b6f3d35d00537c2ac
EMailGer12.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/EMailGer12.lha	8326148f5965cf3a4f737c76595ff8ccc27e82e6bf662b02a841ca96d7dc92d3
EPatsch10.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/EPatsch10.lha	cd70f4e5a242b5f9c775362cf943d9056a7556ec2d63aff051c3a1f2fe946041
EZP_gmx.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZP_gmx.lha	2f5559303dd2c9ffd41453015682085af10aeebbb98d46a52f7928c464101ba0
EZP_infowelt.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZP_infowelt.lha	f3f6950c7c270fb3b1be5a0bb2c5f30e6c0ccec2f4ca08d1804f383a405bb517
EZP_kostenlos.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZP_kostenlos.lha	bbaac0059825d34ce6f130eb87f28519632722f5eef66480c8394486cff50467
EZP_vlfnet.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZP_vlfnet.lha	bc206ee3241286640ec58d2e4d826952de469d62d490c3a6289942f4cf20bbdd
EZPager.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZPager.lha	5f5b4688ee9d8b0f0990d613a074dfa0ea9ddb175e9e3191d59f5c5cd9088cfc
EZPagerMI.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZPagerMI.lha	a019c79a48d528eed227407809655580c97426dfb2beecf8f08224891cdb5e84
EZPagerNG_CE.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZPagerNG_CE.lha	d7590b08ac691b02719e8106f4ef1fb89e461f09a4ccd58a5d4351f282a78378
EZPgerNG_CE.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EZPgerNG_CE.lha	60e68ab6ee786b68e75bc6afcf77d6ae8d47d10372d4f21d006262b724690260
E_AutoGuides.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	dev/e/E_AutoGuides.lha	c30cc2a4d86658f442b45694669d28d24c816ecfb47894e6496c412226a460d8
E_autoguide.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	dev/e/E_autoguide.lha	e8289ff634a8144e6328d0191ec609bfc26b958caf7da97b2a0531af26087ef4
EasyAmiTCP20.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/EasyAmiTCP20.lha	66b438c18f264b8f589869c9bc2e03e41b7592572d1adbf091e121f99c2d9ab2
EasyTransfer20.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/EasyTransfer20.lha	14cd22dca00c7dff665df0090d313c521d490f46201864478a6d3f7acc3b9859
Easylink1_12.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/Easylink1_12.lha	7797953bf9a7602e8afb3c121d403e2eb43bac5ee8dd9e4deabdf284c062cf98
EazyBBS-2.21.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/EazyBBS-2.21.lha	49d04d8c2ffa78fb2adbd97b25f157c4aa19980df8bfcef40154d741488cb683
ElCheapoFax.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/ElCheapoFax.lha	ff39d06578e4f9c0b308d9b79300b840c186314dcc26d038ce91129a9d4c8817
Elevatetag.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/Elevatetag.lha	381d96788627f339dd018c375258057ee3d757fcd0a791209b6daf683c4df824
Emerod10_HTML.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Emerod10_HTML.lha	68a119418eb116b7623ee78c8bd09befd5da1f5142b683b8698f883e7539daf6
Emerod10_demo5.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/Emerod10_demo5.lha	aca7570cc17b3172f0cf710413df3621577b4cb5b700647d956015533395eb3e
Emerod10r5_ud.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Emerod10r5_ud.lha	1faee5404ed8b9652bffb7b9dcce0d0ed90e0d9a722343b21edc8534927a8c74
EmerodTxtLog.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/EmerodTxtLog.lha	7343d93842886195bdf490775af55a56f8761fe17fac5a4695f6208a457ef329
Empire.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/Empire.lha	466f44d5425aedecb23d2dfe054c61990c9eb5ff6637eeb70520f5be3c6d4c28
EnCodeB6410.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EnCodeB6410.lha	e89d34d53eb6b10dd3ca8931c87e6a2ac98c555e6c373be10a024dcbb1894cf1
Envoy20FixInfo.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Envoy20FixInfo.lha	32b252f62c16eb1f1b22d8b2b1f455a6dd5e61688a6f79f3b211d102b9b7c334
Envoy20Patch1.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Envoy20Patch1.lha	14e5570e3e6a1d40d0dcac18c4960612e2c1b7da5734ef6c708f0a7d73a71082
EnvoyARexx.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/EnvoyARexx.lha	52677fa6e4f47fa01820af4f97041f0d80bd1f82b822e4abc00374dd616f102f
EnvoyARexx10.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/EnvoyARexx10.lha	16e849b05c8c8013f3c83cd14e02906db4029ce5811fa7fc188b07a81f4891bc
EnvoySupport.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/EnvoySupport.lha	63e5f3ed34411fb18bee1bdf44a0ba279ea42fe851a4c4e8ee192b1eed511ba7
Envoy_FR.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Envoy_FR.lha	2dfa8dba399a32a6a2fcc8d40d0fb0961490e1172805f02c9c87ed37ba2d1e8d
Envy20Amiga.lha	Envy20/src/Merc22	OK	distinct=10	calls=14	send,recv,CloseSocket,WaitSelect,Inet_NtoA,Inet_LnaOf,Inet_NetOf,Inet_MakeAddr,vsyslog,SocketBaseTagList	scanner=7	comm/tcp/Envy20Amiga.lha	2aa3269448d39e3805f0702679e9988426ec5c225efd9ae578644a9c5ef7e432
Envy20Amiga.lha	Envy20/src/Envy20-030	OK	distinct=10	calls=14	send,recv,CloseSocket,WaitSelect,Inet_NtoA,Inet_LnaOf,Inet_NetOf,Inet_MakeAddr,vsyslog,SocketBaseTagList	scanner=7	comm/tcp/Envy20Amiga.lha	2aa3269448d39e3805f0702679e9988426ec5c225efd9ae578644a9c5ef7e432
Envy20Amiga.lha	Envy20/src/Envy20	OK	distinct=10	calls=14	send,recv,CloseSocket,WaitSelect,Inet_NtoA,Inet_LnaOf,Inet_NetOf,Inet_MakeAddr,vsyslog,SocketBaseTagList	scanner=7	comm/tcp/Envy20Amiga.lha	2aa3269448d39e3805f0702679e9988426ec5c225efd9ae578644a9c5ef7e432
Envy20Src.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/Envy20Src.lha	1d597c397c6a39fcf009f5fe4d8702c7d72c3ee037c724beb0c66afa1526bd3e
Epistula_German.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/Epistula_German.lha	85cae5f1e1db51f920b872a95e7faf15bbefab489174f7a74390e95b4a866bd6
EucaGer.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/EucaGer.lha	fb700a6629df5d9410967b9a810a48bdf46cf6a10c19ec97f77d6704028a184d
Eucalyptus.lha	Eucalyptus/Eucalyptus030+	NO_SOCKETBASE_STORE opens=26	distinct=0	calls=0		scanner=7	comm/mail/Eucalyptus.lha	4f565fd2414e1dfde44198db2da741e84e76c8c2739d9f3c1d0e05f19ff3b476
Eucalyptus.lha	Eucalyptus/Eucalyptus	NO_SOCKETBASE_STORE opens=26	distinct=0	calls=0		scanner=7	comm/mail/Eucalyptus.lha	4f565fd2414e1dfde44198db2da741e84e76c8c2739d9f3c1d0e05f19ff3b476
Even_more_ksm.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/Even_more_ksm.lha	6a4925bed0cbea336df3797013b794c32361f90ffcbf5416a161cef0e23812f0
ExCallers.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/ExCallers.lha	187490a577546e71ff3c1f62c37bf39bc7ac3f9a1a97bb7555ba48e0005b4387
ExcelPoll13.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/ExcelPoll13.lha	35e39d0f1b0d7f94d59b01ab26ba46e388ec063462b26ef3de439385c286aac2
F123_INS.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/F123_INS.lha	52a7182804c15179115b5b426f4649e1b02eb619cb4c6728e58739a97757c3ae
FAME6411.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/bbs/FAME6411.lha	48f1d163446a67576e511351d0de1db264fe9fd26ea4f6c4863a4a44873051cc
FEmail13.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/FEmail13.lha	b789243d27df2cdf3c53dd2a623dcff7afe7e159de0b82f86621bdb02908e1cc
FLOOZY.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/FLOOZY.lha	888a51d0e3c4b17e48ec3147135766af045b7b65b374dee0229a77df088db88a
FServ.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/irc/FServ.lha	08fadf3718032d8149a9e3cc282c262fd97e9e8596a160a288b46c6cd3aa1fc0
FSwatcher.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/misc/FSwatcher.lha	b95ad37b5c221dae093936ba9816e25acb14a293e0060295520fac9e1c72ef72
FTP4ALL226a.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/FTP4ALL226a.lha	704b7796195ef037fd570eba824b7475eb23cb18fcfb7fed82591324e12e4611
FTPGadReq.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/net/FTPGadReq.lha	bb174f9894a0ca3353aac7f4124d2aea881b5c584e2bb4f6fa090d58e2fc99ea
FTPGet1_2.lha	FTPGet1_2/FTPGet	NO_SOCKETBASE_STORE opens=2	distinct=0	calls=0		scanner=7	comm/tcp/FTPGet1_2.lha	fecec871ccf9e7597983e75f89a56f360290ad2063ad6a7bbabdffc27ef71cc1
FTPMAL.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/mail/FTPMAL.lha	0e455d3e5132ae8222e3e4d3af5dc4e1bf6d1ac53f7f259e6502ac77d5966f79
FTPMount-1.0.lha	FTPMount-1.0/L/FTPMount-Handler	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount-1.0.lha	4a152e7e9ec790c010a930fd68432748c60071f9a9d60da3fb7f96d604d07c9d
FTPMount.lha	FTPMount/L/FTPMount-Handler.040	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount.lha	7fd80283f90f7dc00fa86212791efd2775878ae6e907481dba6d1a81600372b3
FTPMount.lha	FTPMount/L/FTPMount-Handler.020	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount.lha	7fd80283f90f7dc00fa86212791efd2775878ae6e907481dba6d1a81600372b3
FTPMount.lha	FTPMount/L/FTPMount-Handler.000.debug	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount.lha	7fd80283f90f7dc00fa86212791efd2775878ae6e907481dba6d1a81600372b3
FTPMount.lha	FTPMount/L/FTPMount-Handler	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount.lha	7fd80283f90f7dc00fa86212791efd2775878ae6e907481dba6d1a81600372b3
FTPMount1.4_Fixed.lha	ftpmount_1.4_fixed/l/FTPMount-Handler.040	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount1.4_Fixed.lha	c6328d62887a3a4b5709c4a1608e039cb51145902d8dd8a1dd0e2f45ee7b7351
FTPMount1.4_Fixed.lha	ftpmount_1.4_fixed/l/FTPMount-Handler.020	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount1.4_Fixed.lha	c6328d62887a3a4b5709c4a1608e039cb51145902d8dd8a1dd0e2f45ee7b7351
FTPMount1.4_Fixed.lha	ftpmount_1.4_fixed/l/FTPMount-Handler.000.debug	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount1.4_Fixed.lha	c6328d62887a3a4b5709c4a1608e039cb51145902d8dd8a1dd0e2f45ee7b7351
FTPMount1.4_Fixed.lha	ftpmount_1.4_fixed/l/FTPMount-Handler	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount1.4_Fixed.lha	c6328d62887a3a4b5709c4a1608e039cb51145902d8dd8a1dd0e2f45ee7b7351
FTPMount_GR.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/FTPMount_GR.lha	a5c22a90847ce4f74533d4e582f4f589371f06e28f26a3bbb715ed699d0096d2
FTPMount_MOS.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/FTPMount_MOS.lha	f160b0731a2fb9b9b297d435c27ec78414d1dc6e784af6400dff1b7f9eb34ede
FTPMount_os4.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/FTPMount_os4.lha	15a5e54baa894b8ea008d5fc7274ce06f8ea7700e654c4087366c830140618d6
FTPMount_src.lha	-	NO_BSDSOCKET_BINARY	0	0		scanner=7	comm/tcp/FTPMount_src.lha	c952501366fdbc7b9b1ac334a089346201bada6ef1ae13e2e30e2f873dc2b853
FTPMount_upd.lha	FTPMount_upd/FTPMount-Handler.debug	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount_upd.lha	235d6f2ba18c5d11f009c01cde71ebc7ea70e35e156fbdb0622e174d73b286c7
FTPMount_upd.lha	FTPMount_upd/FTPMount-Handler.68020	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount_upd.lha	235d6f2ba18c5d11f009c01cde71ebc7ea70e35e156fbdb0622e174d73b286c7
FTPMount_upd.lha	FTPMount_upd/FTPMount-Handler	NO_SOCKETBASE_STORE opens=17	distinct=0	calls=0		scanner=7	comm/tcp/FTPMount_upd.lha	235d6f2ba18c5d11f009c01cde71ebc7ea70e35e156fbdb0622e174d73b286c7
FTP_update.lha	FTP-mget/ftp	NO_SOCKETBASE_STORE opens=7	distinct=0	calls=0		scanner=7	comm/tcp/FTP_update.lha	ff112ba665d4e31a6b6f5b7b23dbdd74ca96d2aecf098d02001babc6ad8022cd
FTP_update.lha	FTP+mget/ftp	NO_SOCKETBASE_STORE opens=7	distinct=0	calls=0		scanner=7	comm/tcp/FTP_update.lha	ff112ba665d4e31a6b6f5b7b23dbdd74ca96d2aecf098d02001babc6ad8022cd
FTransAPIv1.3.lha	Libs/socket.library	DUAL_STACK_AS225	distinct=36	calls=62	socket,bind,listen,accept,connect,sendto,send,recvfrom,recv,shutdown,setsockopt,getsockopt,getsockname,getpeername,IoctlSocket,CloseSocket,WaitSelect,SetSocketSignals,ObtainSocket,ReleaseSocket,SetErrnoPtr,Inet_NtoA,inet_addr,Inet_LnaOf,Inet_NetOf,Inet_MakeAddr,inet_network,gethostbyname,gethostbyaddr,getnetbyname,getnetbyaddr,getservbyname,getservbyport,getprotobyname,getprotobynumber,vsyslog	scanner=7	comm/net/FTransAPIv1.3.lha	9fc642d77f99b38283b8b5c69930c91522d98ed90733dfbbc6109c5453c57cd9
